Seed,Score,Oops,BlueprintBrainstorm,InvisibleJoker,Hack,Fibonacci,8Ball,Negative
69YAY5YZ,10,3,0,0,1,1,1,0
69YU9VM8,10,1,1,0,1,1,1,0
69X1GIO3,10,2,1,0,1,1,1,0
6A2BOLAD,12,1,2,0,1,1,1,0
6A2C4V5W,10,1,1,0,1,1,1,0
6A2T7K6B,11,1,1,0,2,1,1,1
69XLSTCE,11,1,2,0,1,1,1,0
6A1GZ7RP,11,1,0,0,3,1,1,0
69ZEOUL6,10,1,0,0,2,1,1,0
6A34UIZT,11,2,1,0,1,1,1,0
69ZZG15B,10,1,1,0,1,1,1,0
69Z3XQTI,10,1,2,0,1,1,1,0
69Y8FM73,10,2,1,0,1,1,1,0
69ZUREGE,11,1,2,0,1,1,1,1
69YSH6YY,10,2,1,0,1,1,1,0
69YD5N22,10,1,1,0,2,1,1,0
69ZIO1D2,13,1,2,0,2,1,1,1
69YXD4N1,10,1,2,0,1,1,1,0
69YVTM66,11,1,2,0,1,1,1,1
6A1KKOQ3,12,2,0,0,2,1,1,0
6A1YAOCI,12,3,0,0,1,1,1,0
69Z21L19,10,2,0,0,2,1,1,0
69ZSA88U,10,2,1,0,1,1,1,0
69ZF9W42,10,2,1,0,1,1,1,0
69YCVC19,11,1,2,0,1,1,1,0
69ZUZ7CZ,10,2,1,0,1,1,1,0
69ZEE3VF,11,2,1,0,1,1,1,0
69ZDH52M,12,3,1,0,1,1,1,0
6A2H13VV,10,2,0,0,1,1,1,0
69ZFBHLE,13,1,0,0,2,1,1,1
69ZKF9JU,10,2,0,0,2,1,1,0
69YFXIPW,11,1,0,0,3,1,1,1
69ZL691O,10,2,0,0,2,1,1,0
69YT6G2I,12,2,1,0,2,1,1,0
6A2JZ1TQ,11,1,1,0,2,1,1,1
6A24BEK3,10,3,0,0,1,1,1,0
69YRT9CN,10,2,1,0,1,1,1,0
6A1W2L9B,11,2,0,0,2,1,1,0
6A2F8L9K,10,1,0,0,2,1,1,0
6A148XDO,11,1,1,0,2,1,1,0
6A1I9RC7,10,3,0,0,1,1,1,0
69ZXLS2K,10,1,0,0,3,1,1,0
69YJKE43,13,2,1,0,2,1,1,1
69Z9SSFF,10,2,0,0,2,1,1,0
69YU9RJ3,12,1,3,0,1,1,1,0
69Z7QR1B,10,1,1,0,1,1,1,0
69YER3KD,10,1,0,0,3,1,1,0
6A1O1GV3,10,1,2,0,1,1,1,0
69ZSJFYQ,11,3,0,0,1,1,1,0
69YQ7PT3,10,2,1,0,1,1,1,0
69ZTEXA3,10,1,0,0,3,1,1,0
6A12TVOK,10,2,0,0,2,1,1,0
6A21WEEB,10,2,1,0,1,1,1,0
6A11SFKW,12,2,1,0,2,1,1,0
6A1MVS4U,11,1,2,0,1,1,1,1
6A2VLNP8,10,1,2,0,1,1,1,0
6A1MHQA6,10,2,0,0,2,1,1,0
69ZZHIDD,10,2,0,0,1,1,1,0
6A16AR5G,12,2,2,0,1,1,1,0
69Z3IPOK,12,2,0,0,1,1,1,2
69Y3CZGI,10,1,2,0,1,1,1,0
69ZZNNOJ,10,3,0,0,1,1,1,0
6A3C2O4U,11,1,2,0,1,1,1,0
6A2IVTH9,11,3,0,0,1,1,1,0
6A39G12N,10,2,0,0,2,1,1,0
69ZQTZAC,10,1,1,0,2,1,1,0
69ZO9PKK,10,1,0,0,2,1,1,0
69ZT61OO,10,2,1,0,1,1,1,0
6A45A49Y,10,1,2,0,1,1,1,0
6A2EYEA8,10,2,1,0,1,1,1,0
6A15GNKY,10,1,1,0,1,1,1,0
6A2YTQES,10,2,0,0,2,1,1,0
6A2EV4XX,11,1,0,0,3,1,1,1
69YVS9VW,12,2,0,0,2,1,1,0
69ZAJO6U,13,4,0,0,1,1,1,1
69Z1MSH3,10,1,2,0,1,1,1,0
69ZPWUCY,13,2,2,0,1,1,1,1
69ZQ5DGW,12,2,1,0,2,1,1,0
6A2H43EJ,11,1,1,0,1,1,1,1
69YUQN23,10,1,1,0,1,1,1,0
6A2UN4C5,10,1,1,0,1,1,1,0
6A1WDGAM,10,3,0,0,1,1,1,0
6A11SDJ8,10,1,1,0,2,1,1,0
6A1MU51C,10,1,0,0,3,1,1,0
6A1WO5RI,11,1,0,0,3,1,1,0
69YMNWPN,10,1,1,0,1,1,1,0
6A3KA3SA,10,3,0,0,1,1,1,0
6A2NWRJ2,12,3,0,0,2,1,1,0
6A1LVHLC,10,1,1,0,2,1,1,0
6A2NM2XW,10,1,0,0,2,1,1,0
6A2DYAXW,10,1,0,0,3,1,1,0
6A1FIC3D,12,2,1,0,2,1,1,0
6A1P33GB,10,3,0,0,1,1,1,0
69XTPJ6I,12,2,1,0,1,1,1,2
69YLIW1I,10,1,2,0,1,1,1,0
69YZPSQD,11,1,1,0,2,1,1,1
6A12X7M2,11,2,0,0,2,1,1,1
69ZMXWLJ,10,1,1,0,2,1,1,0
69ZEOR41,10,1,1,0,1,1,1,0
6A2Z5JPA,11,2,1,0,1,1,1,1
6A2ZPGDT,10,2,1,0,1,1,1,0
69ZS7DDO,10,1,2,0,1,1,1,0
69YIWGQ4,11,2,1,0,1,1,1,0
6A1F32SD,10,2,1,0,1,1,1,0
6A1WEXU7,10,3,0,0,1,1,1,0
69ZP9X9E,10,1,0,0,3,1,1,0
69Z3WIYV,12,2,0,0,2,1,1,0
69ZNIJXT,10,1,1,0,2,1,1,0
6A2UQ4OX,10,2,1,0,1,1,1,0
6A2PHREO,11,2,1,0,1,1,1,1
6A13MFP1,10,1,1,0,2,1,1,0
69ZBMXHF,11,1,1,0,2,1,1,1
69ZID9N4,11,1,1,0,2,1,1,0
69ZTAIUW,10,1,2,0,1,1,1,0
69ZS2L99,10,3,0,0,1,1,1,0
6A2V9K8D,10,1,0,0,3,1,1,0
69YVS6UN,10,1,1,0,2,1,1,0
6A1YAN6U,10,3,0,0,1,1,1,0
6A1YSZ6T,10,1,1,0,2,1,1,0
6A36NE74,11,2,0,0,2,1,1,0
6A2OTO5E,12,3,0,0,1,1,1,1
69ZQTY47,12,1,2,0,2,1,1,0
6A2BN143,10,2,1,0,1,1,1,0
69Z7A6PH,12,2,1,0,2,1,1,0
6A22ZK3D,11,2,0,0,2,1,1,0
6A2FD6LU,10,2,1,0,1,1,1,0
6A1LHRL6,12,1,2,0,2,1,1,0
6A24CXK1,12,2,2,0,1,1,1,0
69ZT1E29,11,2,1,0,1,1,1,0
6A15AQUQ,10,1,2,0,1,1,1,0
6A25YESV,11,2,0,0,2,1,1,1
6A3WDNZT,10,1,0,0,3,1,1,0
69ZUMXBW,10,2,0,0,2,1,1,0
69ZZ3OJ9,10,1,1,0,1,1,1,0
69ZNIM96,11,3,0,0,1,1,1,1
6A35AYOS,10,1,0,0,2,1,1,0
69YVTWAH,10,1,2,0,1,1,1,0
6A42S7X3,11,1,1,0,2,1,1,1
6A3HCT4H,10,1,0,0,3,1,1,0
6A3POSNK,10,2,1,0,1,1,1,0
69ZZ9Q75,10,2,0,0,2,1,1,0
69ZVLDSC,12,3,0,0,2,1,1,0
6A1O7NZT,10,2,0,0,1,1,1,0
6A142SSV,10,1,1,0,2,1,1,0
6A2AT1Y8,10,1,1,0,1,1,1,0
6A44QRCG,10,2,1,0,1,1,1,0
69ZXB4HS,10,1,0,0,2,1,1,0
6A1HQCY7,12,1,0,0,2,1,1,1
69ZXWKVD,10,3,0,0,1,1,1,0
6A47JL2H,11,2,1,0,1,1,1,1
6A3IELJJ,10,2,0,0,2,1,1,0
6A1UCXYN,10,1,1,0,2,1,1,0
6A19TQH8,10,1,1,0,2,1,1,0
6A2O8EX3,10,2,1,0,1,1,1,0
6A4AXYS2,10,2,0,0,2,1,1,0
6A2DZS4Y,11,1,1,0,2,1,1,1
6A4L9KUA,10,2,0,0,2,1,1,0
69YQ1CDP,11,2,1,0,1,1,1,0
6A3FZGP1,11,1,1,0,1,1,1,1
6A27O4LY,10,2,0,0,2,1,1,0
69ZRMDZT,10,2,0,0,2,1,1,0
69ZGHKXP,10,3,0,0,1,1,1,0
6A1LPJFX,10,1,1,0,1,1,1,0
6A1C8UBH,10,2,0,0,2,1,1,0
6A3JBJ2S,10,2,0,0,2,1,1,0
6A3EDW9Y,13,1,2,0,2,1,1,1
6A1SEA64,11,1,2,0,1,1,1,1
6A1WU1JH,10,1,1,0,2,1,1,0
69ZZFT12,12,2,1,0,2,1,1,0
69ZS2LXO,10,2,0,0,1,1,1,0
6A3S3RC1,11,2,1,0,1,1,1,1
6A4CTPGW,11,3,0,0,1,1,1,0
69ZCLPK7,12,1,0,0,3,1,1,2
6A22OTBL,10,2,0,0,2,1,1,0
6A3SFZEG,10,1,0,0,3,1,1,0
6A1PUFFY,11,2,1,0,1,1,1,0
69ZUT39A,10,1,0,0,3,1,1,0
69ZLJXQ2,10,1,0,0,3,1,1,0
6A2VCNJL,12,4,0,0,1,1,1,0
6A22UYND,12,1,2,0,1,1,1,0
6A1U6YZT,10,2,1,0,1,1,1,0
6A2ZA98T,10,1,0,0,2,1,1,0
69ZDQGH8,13,1,1,0,3,1,1,1
6A3QWKNX,10,2,1,0,1,1,1,0
6A3YIJ5G,10,1,1,0,2,1,1,0
6A5JX7ZM,10,2,0,0,1,1,1,0
6A4HANCZ,10,1,0,0,2,1,1,0
6A2TJU5B,11,2,0,0,2,1,1,1
69ZCN5SJ,10,2,1,0,1,1,1,0
6A4FVP4R,10,2,1,0,1,1,1,0
6A3KPF3P,12,2,0,0,3,1,1,0
6A6B8ELC,12,2,1,0,2,1,1,0
6A11HIIY,10,2,1,0,1,1,1,0
6A22FKW8,10,2,1,0,1,1,1,0
6A24V8B9,11,3,0,0,1,1,1,1
6A4OU4RA,10,1,2,0,1,1,1,0
6A1EF8ZX,10,2,0,0,1,1,1,0
6A3MJPG4,10,2,1,0,1,1,1,0
6A1M8NGZ,10,1,1,0,2,1,1,0
6A49ZAGH,10,1,1,0,1,1,1,0
69Z7M7RF,11,2,0,0,1,1,1,1
6A21UVIT,10,1,1,0,2,1,1,0
6A4OESS7,10,1,0,0,3,1,1,0
6A3WZ2W3,12,1,2,0,2,1,1,0
6A1WJGIC,10,2,0,0,2,1,1,0
6A4WP3GJ,12,1,2,0,2,1,1,0
69ZIMHFN,10,2,0,0,2,1,1,0
6A29GPOJ,10,2,0,0,1,1,1,0
6A23ZU2C,10,3,0,0,1,1,1,0
6A23CPFN,10,2,1,0,1,1,1,0
6A2DH9QL,10,1,2,0,1,1,1,0
6A41Y2PQ,10,2,0,0,1,1,1,0
6A43S88Z,10,2,1,0,1,1,1,0
69ZW9JXG,12,2,1,0,1,1,1,2
6A3D4KPC,12,2,1,0,1,1,1,1
6A29L6GD,10,1,0,0,3,1,1,0
6A3IEDAA,10,1,2,0,1,1,1,0
6A1WVS3C,12,3,0,0,2,1,1,0
6A4QAK6P,10,3,0,0,1,1,1,0
6A5EXUME,10,2,0,0,2,1,1,0
6A2DJ1QS,10,1,1,0,2,1,1,0
6A23ZSYS,10,1,1,0,2,1,1,0
6A1Y4F54,10,2,1,0,1,1,1,0
6A3OMYMY,12,1,1,0,2,1,1,2
6A25VHXC,12,1,2,0,2,1,1,0
6A17WIGZ,10,1,2,0,1,1,1,0
69YRGVS5,11,1,2,0,1,1,1,1
6A137BSF,11,1,1,0,2,1,1,0
6A4UNG2M,10,1,2,0,1,1,1,0
6A4KHAXW,10,3,0,0,1,1,1,0
6A25HJJO,11,2,1,0,1,1,1,1
6A68UUET,11,2,1,0,1,1,1,1
6A2J7OBS,10,1,2,0,1,1,1,0
69ZU31SF,10,1,0,0,3,1,1,0
6A4W9SPN,10,1,2,0,1,1,1,0
6A4PR3DZ,10,2,0,0,2,1,1,0
6A25V9BN,10,1,1,0,2,1,1,0
6A3YLFEW,10,1,0,0,3,1,1,0
6A56FZEP,11,1,1,0,1,1,1,1
6A47RHTH,10,1,1,0,1,1,1,0
6A534NLD,10,2,0,0,2,1,1,0
6A54IPAQ,10,1,1,0,2,1,1,0
6A1QRM5S,10,2,0,0,1,1,1,0
6A4SN3WI,10,3,0,0,1,1,1,0
6A2JDK68,11,1,0,0,2,1,1,1
6A37ZPS8,10,2,0,0,2,1,1,0
6A2PYNVF,12,1,1,0,2,1,1,1
6A1V8JZK,10,2,1,0,1,1,1,0
6A462MCQ,12,1,1,0,3,1,1,0
6A2C9O73,14,3,1,0,2,1,1,0
6A2Z2EXT,10,1,0,0,2,1,1,0
6A5O3BQF,10,1,2,0,1,1,1,0
6A5PTMTW,11,1,2,0,1,1,1,0
6A7DH91R,10,1,1,0,2,1,1,0
6A2PX33B,12,2,0,0,3,1,1,0
6A2HC13Q,11,2,0,0,2,1,1,1
6A5I3UE8,10,1,1,0,2,1,1,0
6A1RE463,10,1,1,0,2,1,1,0
6A51AGKW,10,1,1,0,2,1,1,0
6A5TKWKN,10,1,2,0,1,1,1,0
6A4XBPJO,10,2,0,0,1,1,1,0
6A4UKCSH,10,1,2,0,1,1,1,0
6A2P5HNO,10,1,1,0,2,1,1,0
6A3SVFY3,12,1,1,0,2,1,1,2
6A3VHZ3W,10,1,2,0,1,1,1,0
6A5GTM82,11,1,1,0,2,1,1,1
69ZJLA7P,10,1,1,0,2,1,1,0
6A3APDFP,11,2,1,0,1,1,1,1
6A282Y3X,10,1,2,0,1,1,1,0
6A246MFD,11,2,0,0,2,1,1,1
6A2X2BMJ,10,3,0,0,1,1,1,0
6A3JSFGP,10,1,1,0,2,1,1,0
6A39G6AG,10,1,1,0,2,1,1,0
6A36IKS3,10,2,0,0,1,1,1,0
6A2FBO2J,10,2,0,0,1,1,1,0
6A36K5MA,10,2,0,0,2,1,1,0
6A4OX6RZ,12,3,0,0,2,1,1,0
6A45HZLF,10,2,0,0,2,1,1,0
6A2VAXMC,12,2,1,0,2,1,1,0
6A2MKH2C,12,1,2,0,2,1,1,0
6A4NA4PJ,11,1,1,0,1,1,1,0
6A1BJ58J,11,1,2,0,1,1,1,1
6A3F9GDA,11,1,2,0,1,1,1,0
6A4DKSUZ,11,1,0,0,3,1,1,1
6A4L24AV,10,2,1,0,1,1,1,0
6A1P9CMU,11,1,0,0,3,1,1,0
6A37Y4B8,10,1,2,0,1,1,1,0
6A2ISS92,10,2,0,0,1,1,1,0
6A5SVEG9,11,2,1,0,1,1,1,1
6A539A7D,10,2,0,0,1,1,1,0
6A2BCCF8,10,1,2,0,1,1,1,0
6A54B2MZ,10,2,0,0,2,1,1,0
6A44EPL1,10,2,1,0,1,1,1,0
6A2QSNTG,12,2,1,0,1,1,1,0
6A337LEV,10,1,1,0,2,1,1,0
6A2TK1QQ,10,1,2,0,1,1,1,0
6A6XBVYQ,10,2,1,0,1,1,1,0
6A48W9KR,10,1,1,0,1,1,1,0
6A36XWDK,10,1,2,0,1,1,1,0
6A3ZZI6F,10,1,0,0,3,1,1,0
6A67LLBZ,14,1,0,0,4,1,1,1
6A3KYP2H,11,1,1,0,1,1,1,1
69Z7NOT4,10,2,1,0,1,1,1,0
6A5IJ8LR,10,1,1,0,2,1,1,0
6A5PYAEU,10,2,0,0,1,1,1,0
6A2X56QJ,11,1,2,0,1,1,1,0
6A6ICJOV,10,1,2,0,1,1,1,0
6A6NMEDF,10,1,0,0,2,1,1,0
6A3UJG9O,10,1,1,0,1,1,1,0
6A6BHMQ7,10,1,1,0,2,1,1,0
6A39TUX9,10,1,1,0,1,1,1,0
6A2R5Y9P,10,2,0,0,2,1,1,0
6A4BFMQZ,10,2,0,0,2,1,1,0
6A7BUIMI,10,1,1,0,2,1,1,0
6A3ANW1L,10,1,2,0,1,1,1,0
6A684W52,10,1,0,0,2,1,1,0
69ZS8WTJ,10,2,1,0,1,1,1,0
6A5EH432,10,2,0,0,1,1,1,0
6A5DN6H5,10,1,0,0,3,1,1,0
6A3N32WD,10,1,2,0,1,1,1,0
6A2ZJ7FE,10,1,0,0,2,1,1,0
6A2DS4JF,11,1,0,0,2,1,1,1
6A3LKWUJ,10,2,1,0,1,1,1,0
6A3EICLO,12,2,1,0,2,1,1,0
6A5HEHOR,11,2,0,0,2,1,1,1
6A44VHMG,10,2,0,0,2,1,1,0
6A2DFUGR,10,1,0,0,3,1,1,0
6A7F9W9U,11,2,1,0,1,1,1,1
6A433URU,10,1,2,0,1,1,1,0
6A3MXCMZ,10,2,0,0,2,1,1,0
6A3FUQ2S,10,1,0,0,2,1,1,0
6A3SHKGF,10,1,1,0,1,1,1,0
6A36TD39,10,1,1,0,1,1,1,0
6A6XD9LQ,10,1,0,0,2,1,1,0
6A5A8ZRH,11,3,0,0,1,1,1,0
6A5U1BFD,11,1,1,0,1,1,1,1
6A3AJ8XI,10,1,0,0,2,1,1,0
6A359IXV,10,3,0,0,1,1,1,0
6A2OFZBH,10,1,0,0,3,1,1,0
6A3GB15X,10,1,1,0,2,1,1,0
6A2UXQM3,13,1,1,0,3,1,1,1
6A6C2JAK,10,1,2,0,1,1,1,0
6A2TIDMV,10,1,2,0,1,1,1,0
6A5MZ6CC,10,2,1,0,1,1,1,0
6A5ZEG53,11,1,2,0,1,1,1,1
6A65GR17,12,3,0,0,2,1,1,0
6A3V4BOC,10,1,0,0,2,1,1,0
6A14GJ8W,10,1,2,0,1,1,1,0
6A1WVS4C,10,1,1,0,1,1,1,0
6A395KCZ,10,2,1,0,1,1,1,0
6A5WFCBQ,11,2,0,0,2,1,1,0
6A3HCMY3,11,2,0,0,2,1,1,0
6A5FCS2K,10,1,0,0,2,1,1,0
6A1EJKQC,10,1,2,0,1,1,1,0
6A3PTDO7,10,2,1,0,1,1,1,0
6A2NWQAV,10,1,0,0,3,1,1,0
6A7HX27J,11,1,1,0,1,1,1,1
6A3IHFQ3,10,2,0,0,2,1,1,0
6A3KNSU8,11,2,0,0,2,1,1,0
6A2K37YV,12,1,2,0,1,1,1,2
6A4EQYY5,10,2,1,0,1,1,1,0
6A2WNFQ6,11,2,0,0,2,1,1,1
6A3SYHPL,10,1,0,0,3,1,1,0
6A5ZZO6J,10,1,1,0,1,1,1,0
6A2TCD1Y,10,3,0,0,1,1,1,0
6A6M2CJX,10,2,1,0,1,1,1,0
6A3ZQALF,10,1,0,0,2,1,1,0
6A6C5I56,11,2,1,0,1,1,1,0
6A2FTX28,12,2,1,0,2,1,1,0
6A41E5U9,11,2,0,0,2,1,1,1
6A3ODOZA,10,2,0,0,2,1,1,0
6A19VAZW,10,2,0,0,1,1,1,0
6A2Y26RS,10,1,2,0,1,1,1,0
6A6KCPZ3,11,1,1,0,1,1,1,0
6A3XCB8P,10,2,0,0,1,1,1,0
6A3WPS1X,11,1,1,0,1,1,1,1
6A2VLP7Z,10,2,1,0,1,1,1,0
6A3TWYZE,10,2,1,0,1,1,1,0
6A6WHTGU,10,2,1,0,1,1,1,0
6A5ZQEUW,10,1,1,0,2,1,1,0
6A214RXU,10,2,1,0,1,1,1,0
6A64R7KT,11,1,2,0,1,1,1,0
6A3CXC2B,10,1,1,0,2,1,1,0
6A7WRWIK,10,1,1,0,2,1,1,0
6A3GCM2B,10,2,0,0,2,1,1,0
6A36URWV,10,3,0,0,1,1,1,0
6A3V7AF7,10,3,0,0,1,1,1,0
6A3KD7IK,10,1,1,0,1,1,1,0
6A3VMP7N,12,1,1,0,3,1,1,0
6A7TVSJL,10,2,0,0,2,1,1,0
6A2X6S1U,10,1,1,0,1,1,1,0
6A54WIPB,10,2,0,0,1,1,1,0
6A5629R5,10,2,1,0,1,1,1,0
6A41V3TM,10,1,2,0,1,1,1,0
6A3F4WQA,11,2,1,0,1,1,1,1
6A547TOG,11,1,2,0,1,1,1,1
6A2EEMJB,10,3,0,0,1,1,1,0
6A6DBPS8,10,2,1,0,1,1,1,0
6A4GUDCJ,11,3,0,0,1,1,1,0
6A717JRP,10,1,0,0,3,1,1,0
6A51SW66,12,3,0,0,1,1,1,1
6A6SDZUL,10,1,1,0,2,1,1,0
6A3QWEYT,10,1,1,0,2,1,1,0
6A2LUZUS,10,1,2,0,1,1,1,0
6A5BDQM7,10,1,1,0,2,1,1,0
6A51PSOJ,10,1,0,0,2,1,1,0
6A7V3577,10,2,1,0,1,1,1,0
6A3J8J6E,10,3,0,0,1,1,1,0
6A22CQRV,11,1,1,0,2,1,1,1
6A4JWBDN,10,2,1,0,1,1,1,0
6A1142PN,12,2,1,0,2,1,1,0
6A6RXQUM,10,2,0,0,2,1,1,0
6A474CNS,11,2,0,0,1,1,1,0
6A5HMAVA,11,1,0,0,3,1,1,0
6A3MVUD8,10,1,1,0,1,1,1,0
6A6PXKIN,13,2,0,0,3,1,1,1
6A3NPVTS,12,2,0,0,1,1,1,1
6A3566T5,10,2,1,0,1,1,1,0
6A43HOKC,10,1,2,0,1,1,1,0
6A8CGCDG,10,1,2,0,1,1,1,0
6A4VOWJZ,10,2,1,0,1,1,1,0
6A26GFNP,12,2,2,0,1,1,1,0
6A6Y92LP,10,2,1,0,1,1,1,0
6A6E5VXB,10,2,1,0,1,1,1,0
6A65BYGR,10,1,0,0,3,1,1,0
6A6QLEGE,12,2,1,0,2,1,1,0
6A5QKDPD,10,2,0,0,2,1,1,0
6A2VCOZF,10,1,0,0,2,1,1,0
6A46I6WI,10,1,1,0,1,1,1,0
6A67AVLU,13,1,2,0,1,1,1,1
6A56WNVF,10,2,1,0,1,1,1,0
6A5PQLQK,10,1,1,0,2,1,1,0
69ZZZU42,10,1,1,0,1,1,1,0
6A4M862D,12,1,0,0,3,1,1,1
6A3MAMBS,11,1,0,0,2,1,1,1
6A2FBKF6,10,1,1,0,2,1,1,0
6A3BR24A,10,1,1,0,2,1,1,0
6A3YDSHR,10,2,1,0,1,1,1,0
6A4GKYO8,12,2,2,0,1,1,1,0
6A4I1IKE,11,2,0,0,2,1,1,1
6A66PT5I,10,2,1,0,1,1,1,0
6A3A2HID,10,1,1,0,2,1,1,0
6A4MCXEK,11,2,1,0,1,1,1,0
6A4BOUWR,10,1,2,0,1,1,1,0
6A46JLLN,10,2,1,0,1,1,1,0
6A5IU2K3,10,3,0,0,1,1,1,0
6A3G9KIN,10,1,1,0,2,1,1,0
6A5TKUMM,10,1,1,0,2,1,1,0
6A4TOMJO,11,1,2,0,1,1,1,0
6A7ISPLP,10,1,1,0,2,1,1,0
6A1RN92Q,11,1,2,0,1,1,1,1
6A4DZVDR,11,1,1,0,2,1,1,1
6A3UPLTA,10,2,0,0,2,1,1,0
6A99JRWO,11,2,1,0,1,1,1,1
6A721VI6,10,2,0,0,1,1,1,0
6A84GJXF,12,1,0,0,3,1,1,1
6A7Z589S,11,1,0,0,2,1,1,1
6A4ENUB9,10,1,1,0,2,1,1,0
6A7NK65Q,12,2,1,0,2,1,1,0
6A6C6VL2,10,1,2,0,1,1,1,0
6A5JXA9Z,11,2,0,0,2,1,1,1
6A2P2FAF,10,1,0,0,3,1,1,0
6A1DA8OL,10,1,1,0,2,1,1,0
6A874U9M,11,1,2,0,1,1,1,0
6A4GMQAP,10,1,1,0,2,1,1,0
6A7TGIKP,11,2,1,0,1,1,1,1
6A4S7OVL,11,1,0,0,2,1,1,0
6A828NCY,12,1,2,0,2,1,1,0
6A4QUF2B,10,1,1,0,1,1,1,0
6A6YMNCB,12,1,2,0,2,1,1,0
6A4KIO64,10,2,1,0,1,1,1,0
6A4H1K5G,11,2,0,0,2,1,1,0
6A6ZUBGC,10,2,1,0,1,1,1,0
6A4U9Q96,11,2,0,0,1,1,1,1
6A454921,10,3,0,0,1,1,1,0
6A7YJ1JM,10,2,1,0,1,1,1,0
6A8QAVCD,10,1,1,0,2,1,1,0
6A2XKNHE,11,1,0,0,3,1,1,1
6A4G16ZP,10,1,2,0,1,1,1,0
6A3WXEYV,12,1,0,0,3,1,1,0
6A7XTDDA,10,1,0,0,2,1,1,0
6A866D8U,10,1,0,0,3,1,1,0
6A4RAI3E,12,1,2,0,1,1,1,2
6A4SW4IT,12,2,1,0,2,1,1,0
6A8SWLAA,10,1,1,0,1,1,1,0
6A81PHFE,12,1,3,0,1,1,1,0
6A2MZQP6,11,1,2,0,1,1,1,1
6A43HPDS,10,1,2,0,1,1,1,0
6A861KS4,10,1,1,0,2,1,1,0
6A4BQCFF,10,2,1,0,1,1,1,0
6A2XQGIK,11,1,2,0,1,1,1,1
6A5J12UV,11,1,1,0,2,1,1,0
6A8FN3KM,10,2,0,0,1,1,1,0
6A7HXA2J,10,3,0,0,1,1,1,0
6A3I5ATH,10,2,1,0,1,1,1,0
6A75NPOF,10,1,2,0,1,1,1,0
6A2Z8FGN,10,1,0,0,2,1,1,0
6A5GWLDL,12,2,2,0,1,1,1,0
6A4OX8FH,10,2,1,0,1,1,1,0
6A7BXQF9,11,1,0,0,3,1,1,1
6A4GRCTV,10,1,0,0,3,1,1,0
6A4WTORJ,11,2,0,0,1,1,1,0
6A63U455,12,1,2,0,1,1,1,0
6A2U9HGT,12,1,1,0,3,1,1,0
6A8AVID6,12,2,0,0,1,1,1,2
6A7J4GGF,10,1,2,0,1,1,1,0
6A4EMAW1,12,2,0,0,3,1,1,0
6A6Z5VX4,14,3,1,0,1,1,1,2
6A3HWOEQ,11,1,1,0,1,1,1,0
6A6INCIM,10,3,0,0,1,1,1,0
6A7YQN19,11,2,1,0,1,1,1,1
6A42WP2V,10,2,0,0,1,1,1,0
6A3TVB8B,10,1,1,0,2,1,1,0
6A45TXWS,11,1,1,0,1,1,1,1
6A3V2PF7,10,2,1,0,1,1,1,0
6A44NRU3,11,1,1,0,2,1,1,1
6A7MGZ23,11,2,0,0,2,1,1,0
6A56ECZ1,10,1,1,0,2,1,1,0
6A4JWEY5,11,1,0,0,3,1,1,1
6A9FG3YW,12,2,2,0,1,1,1,0
6A6ZVVAD,12,1,1,0,2,1,1,2
6A6ILTXC,10,1,1,0,2,1,1,0
6A53315E,10,1,0,0,2,1,1,0
6A55LP82,11,2,1,0,1,1,1,0
6A4NQRAI,10,2,0,0,2,1,1,0
6A4S65D9,10,2,0,0,1,1,1,0
6A5JDC3T,12,2,1,0,2,1,1,0
6A8EOBRO,10,2,1,0,1,1,1,0
6A87ZEDH,10,1,1,0,2,1,1,0
6A3W1E4Q,10,2,0,0,2,1,1,0
6A5MGUN8,10,1,2,0,1,1,1,0
6AA27BGS,10,3,0,0,1,1,1,0
6A7ISNXM,10,2,1,0,1,1,1,0
6A8SOXMS,12,1,2,0,2,1,1,0
6A57BDUZ,10,2,0,0,2,1,1,0
6A53JY6B,11,1,1,0,1,1,1,0
6A3GTJ3P,13,1,3,0,1,1,1,1
6A9GA7N7,10,1,0,0,2,1,1,0
6A4I4QEB,10,1,1,0,2,1,1,0
6A5TR6VO,12,2,1,0,1,1,1,2
6A8YRCSP,10,1,1,0,2,1,1,0
6A4F8L5R,10,1,0,0,3,1,1,0
6A7G5KH7,10,2,1,0,1,1,1,0
6A54FJ83,10,2,1,0,1,1,1,0
6A7YTRZ2,13,1,1,0,2,1,1,0
6A7843W2,10,1,1,0,2,1,1,0
6A4M58FN,10,3,0,0,1,1,1,0
6A7LXVZ7,11,2,0,0,2,1,1,0
6A4OVNPS,10,1,2,0,1,1,1,0
6A6PXGQ9,10,2,0,0,2,1,1,0
6A578JXL,10,1,0,0,2,1,1,0
6A6S9DMK,10,2,0,0,2,1,1,0
6A5KBY3S,11,2,1,0,1,1,1,1
6A6CHJK1,11,1,0,0,3,1,1,1
6A58G3SP,11,1,0,0,3,1,1,1
6A22TE7T,10,2,1,0,1,1,1,0
6A435I31,10,1,2,0,1,1,1,0
6A5QVDFA,12,2,1,0,1,1,1,2
6A85Q33U,11,2,0,0,1,1,1,1
6A6GGTXI,10,1,0,0,2,1,1,0
6A4WIZEJ,11,2,0,0,2,1,1,0
6A5E6JRR,10,1,0,0,3,1,1,0
6A5I5GKG,11,1,1,0,1,1,1,1
6A5JSLP7,10,2,0,0,2,1,1,0
