Seed,Score,Negative_Jokers,Ace,2,3,4,5,6,7,8,9,Jack,Queen,King,10
MAIL13LX,75,0,5,4,7,10,1,3,4,2,5,4,1,1,5
MAIL13M2,75,0,4,5,5,2,3,3,1,5,4,10,5,3,2
MAIL13M8,75,0,2,1,2,6,4,5,5,10,5,6,1,3,2
MAIL13MN,75,0,3,4,6,10,3,4,2,2,2,2,5,5,4
MAIL13N4,75,0,5,1,3,6,2,1,1,10,1,4,8,4,6
MAIL13NU,75,0,4,10,1,4,7,4,3,2,1,4,7,4,1
MAIL13OD,75,0,4,2,8,2,10,2,3,3,6,2,3,2,5
MAIL13OT,75,0,2,3,3,3,5,4,10,3,4,6,5,3,1
MAIL13OY,75,0,4,3,5,3,3,3,10,3,5,2,5,3,3
MAIL13QA,75,0,4,11,0,2,4,6,2,6,2,3,3,5,4
MAIL13QL,75,0,3,3,4,4,0,11,5,3,6,4,2,4,3
MAIL13QX,75,0,2,5,11,5,0,1,6,6,3,2,6,4,1
MAIL13R5,75,0,1,5,6,10,5,1,3,3,3,6,2,4,3
MAIL13T8,75,0,4,1,3,2,3,1,11,5,8,3,0,7,4
MAIL13TD,75,0,1,7,5,6,4,4,5,3,2,1,1,3,10
MAIL13TF,75,0,2,1,10,2,6,5,6,1,4,2,8,3,2
MAIL13TI,75,0,3,4,4,2,5,3,8,2,10,2,2,1,6
MAIL13TR,75,0,3,7,1,3,4,10,6,2,2,2,2,3,7
MAIL13U8,75,0,2,2,2,1,11,8,4,6,0,2,3,3,8
MAIL13UP,75,0,3,6,2,4,4,2,2,3,5,3,4,10,4
MAIL13WB,75,0,1,4,2,5,5,1,6,2,1,3,10,6,6
MAIL13WL,75,0,7,5,3,3,5,4,4,3,10,3,2,1,2
MAIL13YR,75,0,2,2,7,10,3,2,3,1,4,5,5,3,5
MAIL13ZR,75,0,5,3,4,3,10,2,2,4,5,5,5,2,2
MAIL141V,75,0,4,9,1,1,10,4,1,5,4,1,3,5,4
MAIL1424,75,0,4,3,2,6,5,2,8,2,10,3,1,3,3
MAIL1425,75,0,1,4,4,6,2,5,4,4,5,1,3,3,10
MAIL1439,75,0,10,5,3,2,6,4,3,6,1,2,3,5,2
MAIL144E,75,0,2,10,5,2,3,4,2,5,4,7,1,4,3
MAIL144V,75,0,5,3,3,6,5,2,3,3,10,6,3,1,2
MAIL145E,75,0,5,4,5,2,2,10,5,3,4,1,5,3,3
MAIL148L,75,0,2,3,3,10,8,2,2,6,4,3,3,5,1
MAIL148T,75,0,3,3,4,5,4,1,2,10,6,7,2,2,3
MAIL1491,75,0,5,4,5,1,1,10,3,2,3,5,2,7,4
MAIL149E,75,0,6,2,5,5,1,2,2,10,3,3,4,5,4
MAIL149V,75,0,2,6,4,2,10,3,4,2,2,3,4,2,8
MAIL14B4,75,0,4,5,5,3,2,4,3,3,4,3,10,4,2
MAIL14B5,75,0,10,4,5,4,4,4,3,2,3,2,1,3,7
MAIL14B9,75,0,5,5,10,3,5,2,3,4,2,3,1,4,5
MAIL14BR,75,0,2,3,10,4,4,2,3,3,5,4,1,8,3
MAIL14BU,75,0,5,4,3,1,10,5,1,3,2,8,3,4,3
MAIL14CL,75,0,10,5,2,5,2,5,5,3,7,3,1,2,2
MAIL14CP,75,0,6,6,5,3,10,3,2,1,3,4,2,4,3
MAIL14CR,75,0,1,5,2,2,3,2,10,5,2,6,5,2,7
MAIL14D2,75,0,7,1,7,4,1,2,2,5,10,4,3,4,2
MAIL14E5,75,0,5,6,6,4,4,4,10,1,2,3,3,1,3
MAIL14E7,75,0,5,4,3,4,2,2,3,4,3,5,4,10,3
MAIL14ER,75,0,4,3,6,3,11,4,0,3,5,6,3,3,1
MAIL14EY,75,0,2,3,2,3,4,5,4,3,4,10,2,4,6
MAIL14G8,75,0,1,3,3,10,3,3,3,5,7,2,4,4,4
MAIL14GY,75,0,4,6,5,4,3,10,4,2,2,2,5,1,4
MAIL14HC,75,0,9,2,4,5,2,3,10,1,2,5,3,4,2
MAIL14HW,75,0,11,3,0,3,6,1,2,6,5,4,4,4,3
MAIL14IB,75,0,3,4,10,6,3,1,1,2,5,6,7,3,1
MAIL14ID,75,0,2,4,4,4,5,2,2,5,10,5,3,1,5
MAIL14IW,75,0,4,1,4,10,5,2,5,1,1,4,4,8,3
MAIL14J8,75,0,3,2,5,6,2,1,2,4,3,10,8,3,3
MAIL14JC,75,0,3,2,4,2,4,1,8,3,3,3,2,7,10
MAIL14PD,75,0,2,2,2,3,10,7,3,7,1,4,3,6,2
MAIL14QT,75,0,4,7,3,3,5,4,3,3,3,4,10,1,2
MAIL14S3,75,0,1,6,3,1,4,5,3,5,1,3,5,10,5
MAIL14SF,75,0,3,10,2,4,1,2,4,2,5,1,7,7,4
MAIL14SU,75,0,2,2,4,2,2,5,8,3,10,4,4,2,4
MAIL14TB,75,0,3,2,5,5,1,10,2,2,2,4,8,7,1
MAIL14TT,75,0,6,1,10,3,5,1,1,5,2,3,7,4,4
MAIL14UO,75,0,3,6,4,4,10,2,3,3,3,4,3,3,4
MAIL14VC,75,0,2,5,3,3,3,4,1,5,10,4,5,4,3
MAIL14VI,75,0,3,6,2,8,3,5,4,2,1,1,3,4,10
MAIL14X7,75,0,5,4,3,2,2,1,10,4,3,4,4,5,5
MAIL14XL,75,0,3,4,5,5,10,3,3,1,2,1,6,4,5
MAIL14XX,75,0,2,3,5,5,10,6,2,2,3,2,3,7,2
MAIL14YE,75,0,4,4,3,4,2,2,4,4,10,5,2,3,5
MAIL14Z3,75,0,2,2,4,5,3,3,4,10,2,5,2,5,5
MAIL14Z5,75,0,3,3,4,1,5,4,11,2,5,0,5,6,3
MAIL151U,75,0,2,10,7,5,4,2,3,3,2,2,1,6,5
MAIL152W,75,0,2,6,4,6,4,2,2,5,1,3,4,10,3
MAIL153E,75,0,2,3,6,4,4,1,5,4,2,3,3,5,10
MAIL1541,75,0,3,5,4,1,10,3,4,9,1,5,3,1,3
MAIL154D,75,0,6,5,4,4,2,3,4,1,10,1,6,3,3
MAIL154M,75,0,5,5,2,2,4,4,4,11,0,5,2,5,3
MAIL154W,75,0,4,1,6,5,10,1,5,3,2,2,5,4,4
MAIL1564,75,0,3,6,3,6,2,2,3,4,1,3,5,10,4
MAIL156O,75,0,10,1,3,4,6,3,3,1,2,3,6,7,3
MAIL156T,75,0,4,4,4,0,3,5,4,4,3,11,6,2,2
MAIL157G,75,0,6,4,4,5,7,10,1,3,2,1,1,5,3
MAIL159O,75,0,4,3,5,3,10,4,1,4,4,2,3,5,4
MAIL15AG,75,0,3,4,3,3,5,10,5,6,2,4,2,3,2
MAIL15AR,75,0,3,5,6,7,2,10,4,2,1,2,3,4,3
MAIL15B6,75,0,5,6,10,9,2,1,1,5,3,4,3,2,1
MAIL15B8,75,0,6,3,5,1,3,2,10,3,2,4,4,6,3
MAIL15D6,75,0,3,2,3,4,10,5,5,2,3,6,6,1,2
MAIL15E1,75,0,10,1,4,5,10,1,3,3,2,3,2,3,5
MAIL15GZ,75,0,2,2,10,1,5,5,2,1,5,4,7,4,4
MAIL15HL,75,0,3,4,1,10,1,5,5,2,5,6,1,3,6
MAIL15HN,75,0,5,3,10,3,1,2,5,5,2,3,1,5,7
MAIL15HP,75,0,3,3,3,1,4,6,2,6,4,3,3,10,4
MAIL15HY,75,0,3,4,2,2,4,4,4,4,3,5,10,2,5
MAIL15IX,75,0,1,7,2,3,8,4,2,2,10,5,2,1,5
MAIL15JZ,75,0,4,10,2,2,4,1,4,8,5,2,3,3,4
MAIL15K3,75,0,1,3,5,2,5,4,3,10,2,3,4,3,7
MAIL15KE,75,0,6,4,2,2,4,4,2,11,2,7,2,0,6
MAIL15KS,75,0,5,3,4,4,3,10,5,3,3,2,1,7,2
MAIL15LP,75,0,2,6,3,10,4,3,2,5,6,2,3,2,4
MAIL15LU,75,0,3,2,6,1,3,10,2,3,8,3,5,3,3
MAIL15N9,75,0,3,2,1,7,3,4,2,4,4,8,10,2,2
MAIL15O3,75,0,1,3,6,2,3,10,5,3,6,2,5,3,3
MAIL15OA,75,0,5,1,4,1,3,2,10,3,4,4,5,5,5
MAIL15QP,75,0,4,10,5,6,2,2,3,3,4,4,4,1,4
MAIL15QT,75,0,11,4,5,2,3,5,3,3,6,2,0,2,6
MAIL15RP,75,0,1,2,5,5,4,2,3,10,3,4,2,8,3
MAIL15RU,75,0,4,1,6,10,3,5,2,2,2,5,6,2,4
MAIL15SB,75,0,3,1,2,3,4,6,3,6,5,3,4,10,2
MAIL15SH,75,0,4,2,1,5,3,10,2,6,5,1,4,3,6
MAIL15SN,75,0,5,2,10,7,2,2,5,3,2,4,3,4,3
MAIL15TM,75,0,5,4,2,3,3,3,5,10,1,2,3,5,6
MAIL15U5,75,0,10,3,2,2,2,6,3,5,1,4,4,5,5
MAIL15V4,75,0,3,5,1,6,4,3,3,2,5,3,10,4,3
MAIL15W2,75,0,3,5,10,6,2,4,3,1,5,3,4,4,2
MAIL15WI,75,0,2,4,4,4,2,7,2,3,10,4,2,3,5
MAIL15WL,75,0,1,1,4,5,7,2,5,3,2,10,6,4,2
MAIL15X5,75,0,3,10,3,3,2,3,4,1,3,2,4,8,6
MAIL15XE,75,0,5,3,3,2,2,2,3,5,6,4,10,1,6
MAIL15YB,75,0,3,6,5,5,2,10,4,5,2,2,3,3,2
MAIL15ZQ,75,0,1,3,4,4,1,3,10,2,1,8,6,5,4
MAIL161U,75,0,2,1,5,5,6,5,6,3,2,2,3,2,10
MAIL163O,75,0,2,3,5,4,3,1,5,10,7,5,2,2,3
MAIL164T,75,0,1,6,5,1,5,5,2,6,2,4,0,4,11
MAIL1652,75,0,2,2,5,2,3,1,6,4,3,3,5,6,10
MAIL1658,75,0,5,5,3,4,2,10,2,5,5,2,4,2,3
MAIL1665,75,0,3,8,10,2,4,3,2,5,3,2,2,3,5
MAIL166D,75,0,4,3,4,4,2,6,3,3,4,4,1,10,4
MAIL1678,75,0,3,5,10,2,1,3,5,4,3,8,5,2,1
MAIL167J,75,0,4,10,3,5,2,3,5,3,2,6,2,2,5
MAIL167X,75,0,4,5,2,3,1,6,10,2,3,6,4,4,2
MAIL1684,75,0,8,1,4,4,2,1,10,5,5,3,3,2,4
MAIL1695,75,0,5,2,1,10,2,3,6,2,5,4,7,2,3
MAIL169O,75,0,6,3,4,2,10,1,4,4,5,2,5,3,3
MAIL16B7,75,0,3,2,4,10,6,5,2,3,3,3,3,4,4
MAIL16BP,75,0,4,4,2,4,4,1,5,3,10,4,2,6,3
MAIL16BS,75,0,2,10,2,2,5,4,6,1,2,3,6,3,6
MAIL16D9,75,0,5,11,3,7,4,4,3,3,0,3,5,3,1
MAIL16EI,75,0,5,0,2,4,11,4,3,5,3,5,3,5,2
MAIL16ES,75,0,4,10,5,2,4,3,4,3,2,4,7,1,3
MAIL16F4,75,0,7,1,1,4,4,4,5,3,4,4,10,2,3
MAIL16G3,75,0,2,3,5,6,4,3,4,1,10,4,3,4,3
MAIL16GJ,75,0,10,4,4,3,3,2,4,5,2,4,2,5,4
MAIL16GM,75,0,3,4,3,3,6,4,4,2,4,4,2,10,3
MAIL16HR,75,0,10,2,5,3,4,2,4,4,3,4,4,4,3
MAIL16HT,75,0,2,4,3,6,2,3,4,5,2,3,5,10,3
MAIL16J2,75,0,3,3,7,3,4,3,6,2,6,2,2,10,1
MAIL16KZ,75,0,2,3,6,5,6,4,0,3,5,3,1,11,3
MAIL16L4,75,0,10,4,3,4,2,4,5,2,4,2,3,4,5
MAIL16LP,75,0,10,3,1,5,2,4,5,6,4,3,4,2,3
MAIL16ME,75,0,5,1,1,5,6,2,4,6,10,5,2,3,2
MAIL16MM,75,0,2,2,2,4,3,3,7,3,10,3,3,5,5
MAIL16MV,75,0,1,2,2,3,3,10,3,6,3,6,4,5,4
MAIL16OC,75,0,4,6,10,1,1,4,3,6,2,4,2,7,2
MAIL16OZ,75,0,5,5,10,3,3,4,1,3,1,4,5,4,4
MAIL16P8,75,0,3,1,4,10,5,3,2,6,5,5,4,3,1
MAIL16P9,75,0,4,6,10,2,4,1,4,2,4,3,4,4,4
MAIL16PO,75,0,3,3,2,0,4,9,2,1,6,11,2,4,5
MAIL16Q8,75,0,1,2,4,3,5,6,3,10,4,2,3,4,5
MAIL16RD,75,0,7,4,3,3,2,3,10,3,3,4,2,2,6
MAIL16RM,75,0,2,4,5,5,2,4,1,10,5,2,3,2,7
MAIL16RS,75,0,2,4,5,4,5,1,3,2,10,6,4,3,3
MAIL16T2,75,0,2,2,5,3,4,4,3,10,3,2,5,4,5
MAIL16TB,75,0,2,4,8,2,3,5,2,9,2,10,2,2,1
MAIL16TN,75,0,6,4,4,6,2,4,10,3,3,3,2,2,3
MAIL16UT,75,0,10,4,7,3,3,3,3,2,4,4,4,3,2
MAIL16WO,75,0,3,2,4,5,2,2,3,6,5,2,7,0,11
MAIL16XG,75,0,11,5,5,5,6,2,6,1,1,3,0,1,6
MAIL16XO,75,0,3,6,3,2,3,3,3,2,10,6,2,4,5
MAIL16XQ,75,0,4,3,4,3,7,3,3,2,2,5,2,4,10
MAIL16XS,75,0,2,3,7,10,5,1,4,1,1,1,6,6,5
MAIL16YD,75,0,3,7,3,10,3,3,4,3,4,3,2,5,2
MAIL16YF,75,0,3,6,4,3,10,3,4,4,2,2,4,4,3
MAIL171X,75,0,0,3,11,5,3,3,7,2,4,6,3,4,1
MAIL172C,75,0,10,7,4,6,3,1,4,2,5,3,3,2,2
MAIL173R,75,0,4,7,5,3,2,5,2,0,3,4,5,11,1
MAIL176E,75,0,4,2,2,2,10,7,3,5,2,5,3,3,4
MAIL1777,75,0,2,5,2,10,5,2,4,2,5,3,5,3,4
MAIL178C,75,0,2,4,4,2,4,5,10,3,3,3,5,3,4
MAIL179D,75,0,2,0,11,4,2,4,3,7,1,5,3,6,4
MAIL179Z,75,0,10,2,5,4,4,4,1,8,1,1,4,3,5
MAIL17AK,75,0,3,5,3,3,4,1,3,10,5,4,5,3,3
MAIL17B3,75,0,5,2,10,6,4,4,7,4,2,2,3,1,2
MAIL17BD,75,0,2,3,5,5,4,3,6,3,3,4,3,10,1
MAIL17BP,75,0,4,3,10,4,4,4,3,4,2,3,2,4,5
MAIL17CK,75,0,10,3,6,5,4,3,3,2,3,3,6,1,3
MAIL17DD,75,0,1,10,7,4,5,2,4,5,4,1,4,2,3
MAIL17EE,75,0,6,7,3,4,5,6,10,3,3,1,1,2,1
MAIL17EK,75,0,3,5,4,6,4,2,1,4,6,11,4,0,2
MAIL17ES,75,0,5,6,1,2,11,4,4,5,5,1,0,5,3
MAIL17ET,75,0,1,7,1,7,10,3,6,1,4,1,3,6,2
MAIL17FQ,75,0,6,4,10,6,5,3,1,5,2,5,3,1,1
MAIL17G1,75,0,4,2,7,2,2,2,2,10,4,1,4,3,9
MAIL17IG,75,0,4,11,2,4,6,7,2,2,3,5,5,0,1
MAIL17J7,75,0,7,2,2,3,5,10,1,3,4,2,7,2,4
MAIL17LB,75,0,7,4,4,1,3,3,0,6,3,11,1,6,3
MAIL17LL,75,0,1,1,3,5,2,0,8,3,5,5,11,4,4
MAIL17M2,75,0,2,3,4,4,7,1,4,10,2,5,1,4,5
MAIL17MK,75,0,4,3,4,8,2,1,2,1,7,2,10,4,4
MAIL17MO,75,0,3,2,1,2,5,1,10,6,4,3,3,5,7
MAIL17MW,75,0,4,2,4,2,4,10,3,3,4,6,3,4,3
MAIL17N2,75,0,2,4,3,2,1,1,5,8,3,1,3,9,10
MAIL17NS,75,0,6,1,1,7,5,2,10,7,3,1,2,4,3
MAIL17OH,75,0,4,2,4,3,5,3,2,3,3,2,7,10,4
MAIL17QJ,75,0,10,5,2,5,2,3,4,4,2,5,3,2,5
MAIL17SO,75,0,3,1,1,11,0,6,3,4,3,4,3,6,7
MAIL17T1,75,0,4,3,7,3,5,4,0,11,3,3,4,3,2
MAIL17TX,75,0,2,10,4,3,5,3,7,5,1,2,5,3,2
MAIL17U3,75,0,4,3,1,5,5,10,4,7,4,2,3,2,2
MAIL17VM,75,0,5,7,4,3,2,1,4,3,10,5,3,1,4
MAIL17W3,75,0,4,4,2,3,2,10,3,2,7,4,3,3,5
MAIL17WB,75,0,3,5,4,2,1,5,4,2,8,10,3,3,2
MAIL17YS,75,0,7,7,11,3,3,4,1,1,0,5,3,5,2
MAIL17YU,75,0,3,2,6,5,5,2,1,6,4,3,2,3,10
MAIL17ZV,75,0,2,2,3,5,6,3,2,1,10,2,7,5,4
MAIL181U,75,0,3,2,10,4,3,7,3,4,3,7,2,3,1
MAIL1826,75,0,6,2,3,5,10,2,5,5,3,1,2,4,4
MAIL1837,75,0,6,1,4,4,5,2,5,4,3,3,2,3,10
MAIL183H,75,0,10,2,1,2,2,4,3,4,5,5,7,5,2
MAIL184E,75,0,6,10,3,3,1,3,4,3,3,2,5,3,6
MAIL184O,75,0,1,4,10,5,1,1,3,5,5,5,3,4,5
MAIL1859,75,0,3,1,5,4,5,1,5,10,3,5,4,3,3
MAIL185W,75,0,1,3,6,2,5,1,10,4,3,3,4,3,7
MAIL186I,75,0,3,3,10,2,3,5,4,5,4,2,3,3,5
MAIL186M,75,0,10,2,3,6,5,1,6,5,5,1,3,1,4
MAIL186P,75,0,4,4,10,5,5,2,5,2,4,3,3,2,3
MAIL187I,75,0,4,3,2,3,5,4,3,10,6,3,3,1,5
MAIL188D,75,0,3,3,3,2,5,3,2,10,7,3,3,2,6
MAIL188N,75,0,3,5,8,0,0,12,2,4,3,3,5,3,4
MAIL188S,75,0,10,2,3,3,1,5,3,4,2,3,4,7,5
MAIL18AK,75,0,2,4,11,4,1,1,4,5,5,4,6,0,5
MAIL18DM,75,0,5,11,4,3,1,0,8,4,3,6,3,2,2
MAIL18E6,75,0,3,1,4,6,2,10,4,3,6,1,2,6,4
MAIL18EL,75,0,4,5,3,3,4,3,6,11,1,0,4,5,3
MAIL18EM,75,0,5,1,6,10,3,1,2,2,4,4,3,8,3
MAIL18EN,75,0,2,1,7,2,2,2,10,9,4,7,1,3,2
MAIL18EP,75,0,5,3,4,2,2,2,3,6,6,2,10,5,2
MAIL18ET,75,0,6,2,4,2,3,5,6,5,2,10,2,3,2
MAIL18J3,75,0,4,7,10,3,4,2,1,5,2,4,3,3,4
MAIL18JS,75,0,4,3,6,4,2,2,10,5,5,1,3,4,3
MAIL18KA,75,0,3,1,3,2,2,4,5,4,10,5,6,3,4
MAIL18KW,75,0,1,3,6,2,7,9,4,3,2,10,2,2,1
MAIL18MA,75,0,2,10,5,4,4,2,2,3,3,3,5,5,4
MAIL18MI,75,0,7,4,3,3,5,5,2,10,6,2,1,3,1
MAIL18MQ,75,0,5,2,5,5,2,1,3,3,4,4,10,4,4
MAIL18NM,75,0,2,3,4,3,4,7,2,10,3,2,2,4,6
MAIL18O8,75,0,3,1,2,3,6,6,4,8,3,1,3,2,10
MAIL18OJ,75,0,10,7,2,3,4,5,2,4,5,4,2,2,2
MAIL18PM,75,0,2,4,2,3,4,2,2,4,4,5,10,7,3
MAIL18QT,75,0,4,4,6,5,11,1,3,0,4,2,3,5,4
MAIL18R4,75,0,3,6,4,2,4,3,2,1,5,4,10,4,4
MAIL18VB,75,0,2,6,1,4,11,4,5,1,7,0,3,2,6
MAIL18WN,75,0,4,3,5,4,10,2,5,4,2,4,3,4,2
MAIL18XO,75,0,5,2,4,1,7,3,10,4,3,4,3,2,4
MAIL18ZG,75,0,10,3,5,2,4,3,4,2,3,2,3,4,7
MAIL191Y,75,0,2,5,2,5,4,5,3,2,4,3,10,6,1
MAIL193R,75,0,4,6,4,2,10,3,7,2,4,2,3,3,2
MAIL194S,75,0,2,4,5,3,5,3,1,1,2,10,7,5,4
MAIL196B,75,0,1,2,3,2,10,4,4,5,3,5,7,2,4
MAIL196W,75,0,2,2,3,4,3,4,3,5,10,3,3,6,4
MAIL198J,75,0,3,1,2,5,3,4,5,4,4,3,10,4,4
MAIL198S,75,0,2,10,2,5,3,1,3,5,3,3,6,4,5
MAIL1992,75,0,4,2,4,5,6,4,2,1,3,2,4,10,5
MAIL199N,75,0,6,3,10,4,2,5,4,2,5,4,4,2,1
MAIL199V,75,0,3,1,1,10,3,8,6,2,2,5,4,5,2
MAIL199Y,75,0,3,10,2,4,4,5,4,2,4,2,3,4,5
MAIL19AA,75,0,2,3,10,3,3,3,4,4,6,4,5,3,2
MAIL19AH,75,0,0,2,6,2,3,6,1,4,3,3,5,6,11
MAIL19AO,75,0,7,0,11,4,4,2,1,4,4,5,2,2,6
MAIL19BF,75,0,4,1,2,5,2,5,6,3,5,5,10,3,1
MAIL19BX,75,0,2,2,2,6,3,2,6,2,4,10,5,6,2
MAIL19BZ,75,0,5,2,2,7,4,5,2,4,5,1,3,2,10
MAIL19DE,75,0,7,4,2,3,3,4,3,3,2,6,10,1,4
MAIL19DF,75,0,2,3,1,2,4,6,3,4,5,4,5,10,3
MAIL19GF,75,0,1,1,7,6,2,7,3,10,3,2,3,1,6
MAIL19H1,75,0,1,4,10,3,2,3,5,2,3,5,4,5,5
MAIL19IC,75,0,6,7,3,1,4,1,10,3,5,4,1,3,4
MAIL19IT,75,0,3,4,2,2,6,1,1,4,8,2,10,6,3
MAIL19JF,75,0,10,4,1,2,7,1,4,6,3,2,5,5,2
MAIL19JL,75,0,4,5,3,5,1,10,3,4,4,2,2,5,4
MAIL19K2,75,0,2,6,10,2,5,4,4,4,5,4,1,3,2
MAIL19K4,75,0,2,2,3,2,10,4,5,6,4,2,6,2,4
MAIL19KI,75,0,2,3,10,4,4,2,3,1,3,2,6,8,4
MAIL19KU,75,0,4,2,3,4,3,1,5,5,10,3,6,3,3
MAIL19LR,75,0,5,2,4,5,1,5,2,2,4,7,10,2,3
MAIL19ME,75,0,4,2,3,10,6,5,3,2,6,3,3,3,2
MAIL19MM,75,0,5,3,2,4,5,6,3,10,3,3,3,1,4
MAIL19MV,75,0,3,10,5,2,3,3,3,1,5,3,3,4,7
MAIL19NF,75,0,10,2,5,3,1,2,8,5,3,5,1,3,4
MAIL19NY,75,0,4,2,4,0,2,5,11,5,2,6,4,3,4
MAIL19O2,75,0,4,4,2,5,4,3,4,1,4,10,3,4,4
MAIL19O3,75,0,6,4,3,2,3,4,10,3,7,1,3,2,4
MAIL19O7,75,0,2,3,8,3,3,2,5,1,6,4,3,10,2
MAIL19OZ,75,0,4,1,10,4,5,4,2,3,4,5,3,5,2
MAIL19PE,75,0,2,3,10,5,2,3,2,4,6,5,4,2,4
MAIL19PZ,75,0,3,5,5,2,4,6,2,3,2,3,3,4,10
MAIL19Q9,75,0,5,6,3,6,4,5,1,2,2,3,3,10,2
MAIL19QJ,75,0,5,3,3,3,10,1,1,4,1,5,2,8,6
MAIL19QR,75,0,4,5,3,2,7,2,2,3,4,10,6,3,1
MAIL19R6,75,0,2,4,1,1,1,10,6,2,7,6,6,2,4
MAIL19RD,75,0,2,2,3,4,3,4,6,5,10,2,2,7,2
MAIL19SI,75,0,10,5,3,3,1,7,2,3,4,5,5,1,3
MAIL19SM,75,0,3,5,6,3,3,2,10,5,3,4,2,3,3
MAIL19SZ,75,0,4,4,10,2,3,3,6,2,4,5,1,4,4
MAIL19T6,75,0,1,2,3,5,10,4,1,4,5,6,4,3,4
MAIL19TG,75,0,2,3,3,4,4,3,4,5,5,2,4,10,3
MAIL19U3,75,0,4,3,3,6,2,10,3,2,2,5,7,2,3
MAIL19UJ,75,0,10,1,4,4,4,1,4,2,4,2,4,5,7
MAIL19UV,75,0,4,6,2,3,5,1,6,10,3,3,1,4,4
MAIL19UX,75,0,7,4,6,3,1,3,3,10,2,6,3,1,3
MAIL19V4,75,0,0,2,3,11,3,8,3,9,1,3,3,3,3
MAIL19V8,75,0,4,4,4,2,3,10,4,6,3,3,2,5,2
MAIL19WK,75,0,2,6,4,1,3,3,2,2,4,10,7,4,4
MAIL19WX,75,0,3,3,6,3,3,10,7,4,2,2,4,4,1
MAIL19XI,75,0,5,1,6,2,2,6,4,2,3,5,10,3,3
MAIL19ZN,75,0,10,3,5,4,3,3,5,2,1,3,3,6,4
MAIL1A16,75,0,3,6,4,1,5,3,4,10,2,5,5,3,1
MAIL1A1K,75,0,2,5,5,3,3,2,10,2,5,6,6,1,2
MAIL1A4L,75,0,4,3,4,5,4,6,3,12,2,0,5,4,0
MAIL1A8G,75,0,2,1,6,2,10,1,1,9,4,7,3,2,4
MAIL1A8L,75,0,4,4,1,10,4,4,3,6,1,4,3,5,3
MAIL1A8P,75,0,5,3,7,5,1,3,3,10,3,4,5,2,1
MAIL1A8W,75,0,4,6,2,2,10,2,4,6,4,1,4,5,2
MAIL1A9Q,75,0,5,4,10,3,4,4,4,4,1,3,3,4,3
MAIL1A9V,75,0,2,4,7,1,2,3,3,3,4,6,10,4,3
MAIL1AA7,75,0,10,5,4,3,4,1,5,4,2,3,3,2,6
MAIL1ACQ,75,0,2,3,2,10,5,2,7,5,4,2,3,3,4
MAIL1ACR,75,0,3,7,4,4,1,3,2,2,10,2,4,4,6
MAIL1ACW,75,0,3,4,3,6,7,5,5,1,2,2,2,10,2
MAIL1ADQ,75,0,10,3,6,4,2,2,3,2,2,5,3,4,6
MAIL1AEB,75,0,10,3,3,5,2,1,3,1,2,5,7,4,6
MAIL1AEE,75,0,4,7,7,3,1,1,5,2,3,2,4,3,10
MAIL1AG5,75,0,2,3,4,3,2,2,3,1,4,4,8,6,10
MAIL1AG9,75,0,2,2,3,2,5,10,8,2,5,2,6,3,2
MAIL1AHW,75,0,3,3,2,4,2,2,1,4,8,8,2,3,10
MAIL1AJF,75,0,2,6,3,10,3,3,4,3,3,3,4,3,5
MAIL1AKI,75,0,3,2,4,4,2,7,3,2,5,5,2,10,3
MAIL1ALI,75,0,1,3,4,2,10,4,8,3,6,3,3,2,3
MAIL1AM8,75,0,8,5,3,3,5,3,3,3,3,10,1,3,2
MAIL1AOE,75,0,1,1,10,1,4,2,2,3,5,6,6,3,8
MAIL1AP6,75,0,3,10,2,4,5,2,1,3,3,8,4,3,4
MAIL1AQ7,75,0,2,7,5,2,4,3,3,2,10,3,2,4,5
MAIL1AQG,75,0,5,2,10,6,1,3,3,2,4,2,8,2,4
MAIL1ARW,75,0,4,5,4,5,10,6,2,1,1,2,3,2,7
MAIL1ASF,75,0,10,1,2,1,4,5,4,3,6,6,4,4,2
MAIL1ASJ,75,0,4,1,5,2,4,2,7,1,10,7,2,3,4
MAIL1ATN,75,0,4,3,4,2,4,3,3,4,10,4,3,6,2
MAIL1AVA,75,0,6,4,10,4,4,2,2,4,2,4,4,5,1
MAIL1AVV,75,0,1,6,4,4,5,3,1,3,1,10,5,5,4
MAIL1AWE,75,0,3,5,3,3,10,5,3,3,2,5,2,3,5
MAIL1AY7,75,0,4,3,1,3,4,3,10,2,5,3,5,4,5
MAIL1AYY,75,0,5,3,2,5,1,11,0,10,1,4,1,5,4
MAIL1B23,75,0,5,2,5,6,0,3,4,1,4,4,11,5,2
MAIL1B37,75,0,10,5,3,4,3,3,1,4,3,4,4,4,4
MAIL1B38,75,0,10,3,4,2,7,1,4,3,4,3,3,6,2
MAIL1B3Y,75,0,2,1,3,3,10,5,4,4,4,5,6,1,4
MAIL1B4F,75,0,4,2,4,6,5,3,5,4,3,2,3,10,1
MAIL1B4Y,75,0,3,10,5,2,3,2,4,7,5,3,5,1,2
MAIL1B59,75,0,5,3,7,2,2,4,3,1,11,0,6,5,3
MAIL1B5M,75,0,10,3,1,4,5,3,4,1,7,3,7,2,2
MAIL1B6B,75,0,6,5,4,3,1,2,2,3,6,3,5,10,2
MAIL1B7V,75,0,5,3,4,3,3,2,10,5,2,7,1,6,1
MAIL1B7Y,75,0,2,2,0,1,11,1,3,7,6,3,5,4,7
